ville;population;pct_france;candidat;id;liste;programme_complet;nb_propositions;site_campagne;email;type_email;twitter;source_contact;statut_contact
La Rochelle;79119;0.12;Christophe Batcabé;batcabe;Sans étiquette / centre-droit;NON;0;https://christophe-batcabe-larochelle2026.fr/;;;;;SITE A VERIFIER
La Rochelle;79119;0.12;Jaouad El Marbouh;marbouh;Sans étiquette, Ensemble pour La Rochelle;NON;0;;;;;;A RECHERCHER
La Rochelle;79119;0.12;Maryline Simoné;simone;Union de la gauche (PS/EELV/PCF);NON;0;;;;;;A RECHERCHER
La Rochelle;79119;0.12;Nino Salaün;salaun;LFI (La France Insoumise);NON;0;;;;;;A RECHERCHER
La Rochelle;79119;0.12;Olivier Falorni;falorni;PRG / Place Publique / La Convention;NON;0;;;;@olivierfalorni;recherche web;TWITTER OK
La Rochelle;79119;0.12;Séverine Werbrouck;werbrouck;RN (Rassemblement National);NON;0;;;;;;A RECHERCHER
La Rochelle;79119;0.12;Thibaut Guiraud;guiraud;Générations La Rochelle (centre-gauche);NON;0;;;;;;A RECHERCHER
Cherbourg-en-Cotentin;78875;0.12;Benoît Arrivé;arrive;PS (Parti Socialiste);NON;0;;;;;;A RECHERCHER
Cherbourg-en-Cotentin;78875;0.12;Camille Margueritte;margueritte;Nouveau Centre / droite et centre;NON;0;;;;;;A RECHERCHER
Cherbourg-en-Cotentin;78875;0.12;Jean-Marie Lejeune;lejeune;Sans étiquette;NON;0;;;;;;A RECHERCHER
Cherbourg-en-Cotentin;78875;0.12;Quentin Briegel;briegel;LFI, Cherbourg Populaire !;NON;0;;;;;;A RECHERCHER
Champigny-sur-Marne;77890;0.11;Julien Léger;leger;PCF, union de la gauche (PS/Place Publique/Génération.s/PRG);NON;0;;;;@LEGERJulien94;recherche web;TWITTER OK
Champigny-sur-Marne;77890;0.11;Laurent Jeanne;jeanne;DVD (union droite-centre);NON;0;;monsieur-le-maire@mairie-champigny94.fr;mairie;@LaurentJeanne94;recherche web;EMAIL OK
Saint-Maur-des-Fossés;77261;0.11;Matthieu Fernandez;fernandez;Renaissance;NON;0;;;;;;A RECHERCHER
Saint-Maur-des-Fossés;77261;0.11;Pierre-Michel Delecroix;delecroix;LR (Les Républicains);NON;0;;;;;;A RECHERCHER
Saint-Maur-des-Fossés;77261;0.11;Vincent Giacobbi;giacobbi;Horizons;NON;0;;;;;;A RECHERCHER
Pau;77215;0.11;Cyrille Marconi;marconi;Lutte Ouvrière;NON;0;;;;;;A RECHERCHER
Pau;77215;0.11;François Bayrou;bayrou;MoDem;NON;0;;;;@bayrou;recherche web;TWITTER OK
Pau;77215;0.11;Jean-François Blanco;blanco;LFI / Écologiste, Pau Insoumise écologique et citoyenne;NON;0;;;;;;A RECHERCHER
Pau;77215;0.11;Jérôme Marbot;marbot;Union de la gauche et écologistes (PS/EELV/PCF);NON;0;;;;;;A RECHERCHER
Pau;77215;0.11;Margaux Taillefer;taillefer;RN (Rassemblement National);NON;0;;;;;;A RECHERCHER
Pau;77215;0.11;Pascal Boniface;boniface;Liste citoyenne;NON;0;;;;;;A RECHERCHER
Pau;77215;0.11;Philippe Arraou;arraou;Liste citoyenne, Arraou avec vous;NON;0;;;;;;A RECHERCHER
Pau;77215;0.11;Reynald Cronier;cronier;Debout La France;NON;0;;;;;;A RECHERCHER
Fort-de-France;75714;0.11;Didier Laguerre;laguerre;PPM (Parti Progressiste Martiniquais);NON;0;;;;;;A RECHERCHER
Fort-de-France;75714;0.11;Francis Carole;carole;Divers gauche, Démaré Fodwans;NON;0;;;;;;A RECHERCHER
Fort-de-France;75714;0.11;Marie-Laurence Delor;delor;Divers;NON;0;;;;;;A RECHERCHER
Fort-de-France;75714;0.11;Nathalie Jos;jos;PIA (Péyi A);NON;0;;;;;;A RECHERCHER
Fort-de-France;75714;0.11;Steeve Moreau;moreau;PLP (Pour Le Peuple);NON;0;;;;;;A RECHERCHER
Mérignac;74348;0.11;Thierry Millet;millet;Droite et centre (union droite-centre-macronistes);NON;0;;;;;;A RECHERCHER
Mérignac;74348;0.11;Thierry Trijoulet;trijoulet;PS (Parti Socialiste);NON;0;;;;;;A RECHERCHER
Cannes;74285;0.11;David Lisnard;lisnard;LR / Nouvelle Énergie pour la France;NON;0;;;;@davidlisnard;recherche web;TWITTER OK
Cannes;74285;0.11;Lucas Mussio;mussio;RN (Rassemblement National);NON;0;;;;;;A RECHERCHER
Cannes;74285;0.11;Michel Hugues;hugues;Union de la gauche (PS-PC-Écologistes), Cannes à vous;NON;0;;;;;;A RECHERCHER
Ajaccio;73822;0.11;Charlotte Cesari;cesari;Union de la gauche (PS-PCF);NON;0;;;;;;A RECHERCHER
Ajaccio;73822;0.11;François Filoni;filoni;RN-UDR-Mossa Palatina, Gagner pour Ajaccio;NON;0;;;;;;A RECHERCHER
Ajaccio;73822;0.11;Jean-Paul Carrolaggi;carrolaggi;Nationaliste, Aiacciu Vivu;NON;0;;;;;;A RECHERCHER
Ajaccio;73822;0.11;Pascal Zagnoli;zagnoli;PNC (Partitu di a Nazione Corsa), Stintu Aiaccinu;NON;0;;;;;;A RECHERCHER
Ajaccio;73822;0.11;Philippe de la Foata;foata;Sans étiquette;NON;0;;;;;;A RECHERCHER
Ajaccio;73822;0.11;Stéphane Sbraggia;sbraggia;Divers droite, Forza Aiacciu;NON;0;;;;;;A RECHERCHER
Saint-Nazaire;73546;0.11;David Samzun;samzun;Divers gauche (sortant);NON;0;;;;;;A RECHERCHER
Saint-Nazaire;73546;0.11;Denis Chéreau;chereau;Horizons / Union droite et centre (LR/Renaissance/MoDem);NON;0;;;;;;A RECHERCHER
Saint-Nazaire;73546;0.11;Julio Pichon;pichon;RN, Renouvelle-toi Saint-Nazaire !;NON;0;;;;;;A RECHERCHER
Saint-Nazaire;73546;0.11;Violaine Lucas;lucas;Union de la gauche et de l'écologie (EELV/LFI/PCF);OUI;0;https://sn26.fr/programme/;sn26@mailo.com;campagne;;recherche web;EMAIL OK
Antibes;73438;0.11;Adrien Nouet;nouet;LFI-Écologistes;NON;0;;;;;;A RECHERCHER
Antibes;73438;0.11;Hugo Muriel;muriel;RN (Rassemblement National);NON;0;;;;;;A RECHERCHER
Antibes;73438;0.11;Jean Léonetti;leonetti;LR (Les Républicains);NON;0;;;;;;A RECHERCHER
Antibes;73438;0.11;Michèle Muratore;muratore;PS-PCF-Place publique;NON;0;;;;;;A RECHERCHER
Antibes;73438;0.11;Éric Ducatel;ducatel;Sans étiquette;NON;0;https://ericducatel.wordpress.com/elections-municipales-2026-a-antibes-juan-les-pins/;;;;;SITE A VERIFIER
Calais;72929;0.11;Guy Delplanque;delplanque;Sans étiquette;NON;0;;;;;;A RECHERCHER
Calais;72929;0.11;Jean-Philippe Lannoy;lannoy;LFI-EELV, À gauche toute !;NON;0;;;;;;A RECHERCHER
Calais;72929;0.11;Lucille Nicolas;nicolas;Lutte Ouvrière;NON;0;;;;;;A RECHERCHER
Calais;72929;0.11;Marc de Fleurian;fleurian;RN (Rassemblement National);NON;0;;;;@MarcDeFleurian;recherche web;TWITTER OK
Calais;72929;0.11;Marion Lavigne;lavigne;PCF-PS-Génération.s, Agissons pour Calais;NON;0;;;;;;A RECHERCHER
Calais;72929;0.11;Natacha Bouchart;bouchart;Divers droite;NON;0;;;;@NatachaBouchart;recherche web;TWITTER OK
Calais;72929;0.11;Romain Debaisieux;debaisieux;Sans étiquette;NON;0;;;;;;A RECHERCHER
Drancy;72498;0.11;Gokhan Unver;unver;LFI (La France Insoumise);NON;0;;;;;;A RECHERCHER
Drancy;72498;0.11;Hacene Chibane;chibane;Les Écologistes (EELV);NON;0;;;;;;A RECHERCHER
Drancy;72498;0.11;Hamid Chabani;chabani;DVG / Divers;NON;0;;;;;;A RECHERCHER
Drancy;72498;0.11;Jean-Christophe Lagarde;lagarde;UDI;NON;0;;jean-christophe.lagarde@assemblee-nationale.fr;institutionnel;@jclagarde;recherche web;EMAIL OK
Colmar;70284;0.10;Bruno Deltour;deltour;Sans étiquette (liste citoyenne);NON;0;;;;;;A RECHERCHER
Colmar;70284;0.10;Christophe Roussel;roussel;PS (Parti Socialiste);NON;0;;;;;;A RECHERCHER
Colmar;70284;0.10;Cécile Ney;ney;Les Écologistes, Colmar Citoyenne Verte et Solidaire;NON;0;;;;;;A RECHERCHER
Colmar;70284;0.10;Frédéric Hilbert;hilbert;Les Écologistes-Place publique;NON;0;;;;;;A RECHERCHER
Colmar;70284;0.10;Nathalie Aubert;aubert;RN (Rassemblement National);NON;0;;;;@Nath_Aubert65;recherche web;TWITTER OK
Colmar;70284;0.10;Yves Hémedinger;hemedinger;Sans étiquette / ex-LR, Fiers d'être colmariens;NON;0;https://yhcolmar2026.fr/;;;@YvesHemedinger;recherche web;TWITTER OK
Colmar;70284;0.10;Éric Straumann;straumann;LR (Les Républicains);NON;0;;;;@ericstraumann;recherche web;TWITTER OK
Évry-Courcouronnes;69134;0.10;Farida Amrani;amrani;LFI (La France Insoumise);NON;0;https://faridaamrani2026.fr/;;;;;SITE A VERIFIER
Évry-Courcouronnes;69134;0.10;Julien Monier;monier;Les Écologistes, Agissons Citoyens;NON;0;https://julienmonier2026.fr/;;;;;SITE A VERIFIER
Évry-Courcouronnes;69134;0.10;Stéphane Beaudet;beaudet;Sans étiquette (ex-LR), #ONESTENSEMBLE;NON;0;;;;;;A RECHERCHER
Issy-les-Moulineaux;69023;0.10;André Santini;santini;UDI;NON;0;;;;;;A RECHERCHER
Issy-les-Moulineaux;69023;0.10;Gaël Lago;lago;LFI (La France Insoumise);NON;0;;;;;;A RECHERCHER
Issy-les-Moulineaux;69023;0.10;Mathieu Morel;morel;Les Écologistes, Issy écolo et social;OUI;0;https://issyecoloetsocial.fr/notre-programme/;issyecoloetsocial@gmail.com;campagne;;issyecoloetsocial.fr;EMAIL OK
Noisy-le-Grand;68238;0.10;Brigitte Marsigny;marsigny;LR, Noisy Avenir;NON;0;;;;@B_Marsigny;recherche web;TWITTER OK
Vénissieux;67479;0.10;Barbara Petit;petit;Lutte Ouvrière;NON;0;;;;;;A RECHERCHER
Vénissieux;67479;0.10;Farid Omeir;omeir;UDMF (Union des démocrates musulmans français);NON;0;;;;;;A RECHERCHER
Vénissieux;67479;0.10;Idir Boumertit;boumertit;LFI (La France Insoumise);NON;0;;;;;;A RECHERCHER
Vénissieux;67479;0.10;Michèle Picard;picard;PCF;NON;0;;;;;;A RECHERCHER
Vénissieux;67479;0.10;Pascal Dureau;dureau;Divers droite-centre, Vénissieux Plurielle;NON;0;;;;;;A RECHERCHER
Vénissieux;67479;0.10;Quentin Taieb;taieb;RN / UDR, Retrouver Vénissieux;NON;0;;;;;;A RECHERCHER
Cergy;67311;0.10;Armand Payet;payet;Horizons-LR, droite-centre unie;NON;0;;;;;;A RECHERCHER
Cergy;67311;0.10;Daisy Yaich;yaich;LFI (La France Insoumise);NON;0;;;;;;A RECHERCHER
Cergy;67311;0.10;Jean-Paul Jeandon;jeandon;DVG (PS/PCF/EELV/Génération.s);NON;0;;;;@Jp_Jeandon;recherche web;TWITTER OK
Bourges;66328;0.10;Marion Recher;recher;LFI (La France Insoumise);NON;0;;;;;;A RECHERCHER
Bourges;66328;0.10;Philippe Mercier;mercier;Union de la droite et du centre (LR/Renaissance/Horizons);NON;0;;philippe-mercier@altajuris.com;professionnel;;recherche web;EMAIL OK
Bourges;66328;0.10;Ugo Iannuzzi;iannuzzi;RN (Rassemblement National);NON;0;;;;@ugo_flcn;recherche web;TWITTER OK
Bourges;66328;0.10;Yann Galut;galut;Divers gauche (PS/PCF/EELV);NON;0;;yann.galut@ville-bourges.fr;institutionnel;@yanngalut;recherche web;EMAIL OK
Levallois-Perret;66082;0.10;Agnès Pottier-Dumas;pottier-dumas;LR (Les Républicains);NON;0;;;;@AgnesPottierD;recherche web;TWITTER OK
Levallois-Perret;66082;0.10;Baptiste Nouguier;nouguier;DVG, Levallois en commun (PS/Écologistes/Place Publique/PCF);NON;0;;;;;;A RECHERCHER
Levallois-Perret;66082;0.10;Liès Messatfa;messatfa;Renaissance, Levallois d'Avenir;NON;0;;;;@LiesMessatfa;recherche web;TWITTER OK
Pessac;66027;0.10;Bérangère Couillard;couillard;Divers centre (ex-Renaissance, liste citoyenne);NON;0;;;;;;A RECHERCHER
Pessac;66027;0.10;David Rybak;rybak;Sans étiquette (liste citoyenne);NON;0;;;;;;A RECHERCHER
Pessac;66027;0.10;Franck Raynal;raynal;Divers droite / Horizons;NON;0;;;;;;A RECHERCHER
Pessac;66027;0.10;Isabelle Ufferte;ufferte;NPA (Nouveau Parti Anticapitaliste);NON;0;;;;;;A RECHERCHER
Pessac;66027;0.10;Laure Curvale;curvale;EELV (soutenue par LFI/PC/Génération.s);NON;0;;;;;;A RECHERCHER
Pessac;66027;0.10;Philippe Jaouen;jaouen;LFI (La France Insoumise);NON;0;;;;;;A RECHERCHER
Pessac;66027;0.10;Sébastien Saint-Pasteur;saint-pasteur;PS (soutenu par PC/Écologistes/Place publique);NON;0;;;;;;A RECHERCHER
Valence;65313;0.10;Adèle Kopff;kopff;Lutte Ouvrière;NON;0;;;;;;A RECHERCHER
Valence;65313;0.10;Jules Boyadjian;boyadjian;Divers gauche, Réunir Valence;NON;0;;;;;;A RECHERCHER
Valence;65313;0.10;Nicolas Daragon;daragon;LR (Les Républicains);NON;0;;;;;;A RECHERCHER
Valence;65313;0.10;Paul Christophle;christophle;PS-PCF-Les Écologistes, L'Appel pour Valence 2026;OUI;0;https://reunirvalence.fr/;;;@paulchristophle;recherche web;TWITTER OK
Valence;65313;0.10;Philippe Dos Reis;reis;RN (Rassemblement National);NON;0;;;;;;A RECHERCHER
Valence;65313;0.10;Stéphane Magnin;magnin;LFI, Gauche Écologiste et Populaire;NON;0;;;;;;A RECHERCHER
La Seyne-sur-Mer;65105;0.10;Cheikh Mansour;mansour;Horizons;NON;0;https://cheikhmansourmunicipales2026.fr/;;;@Mansourcheikh83;recherche web;TWITTER OK
La Seyne-sur-Mer;65105;0.10;Jean-Pierre Colin;colin;Centre, Un cap pour la Seyne;NON;0;;;;;;A RECHERCHER
La Seyne-sur-Mer;65105;0.10;Joseph Minniti;minniti;LR (Les Républicains);NON;0;https://josephminniti2026.fr/;;;;;SITE A VERIFIER
La Seyne-sur-Mer;65105;0.10;Olivier Andrau;andrau;PS, La Seyne Ville des Possibles;NON;0;;;;;;A RECHERCHER
La Seyne-sur-Mer;65105;0.10;Stéphane Sacco;sacco;Gauche (GRS-PCF-APRÈS), Uni.e.s à gauche pour La Seyne;NON;0;;;;;;A RECHERCHER
Cayenne;64709;0.10;Bernadette Duclona Constant;constant;Nous Guyane;NON;0;;;;;;A RECHERCHER
Cayenne;64709;0.10;Marie-Laure Phinera-Horth;phinera-horth;NFG (Nouvelle Force de Guyane);NON;0;;;;;;A RECHERCHER
Cayenne;64709;0.10;Olivier Taoumi;taoumi;La Guyane à droite;NON;0;;;;;;A RECHERCHER
Cayenne;64709;0.10;Sandra Trochimara;trochimara;Divers (maire sortante);NON;0;;;;;;A RECHERCHER
Quimper;63929;0.09;Chrystel Hénaff;henaff;RN (Rassemblement National);NON;0;;;;@Christel_Henaff;recherche web;TWITTER OK
Quimper;63929;0.09;Guillaume Menguy;menguy;Droite et centre;NON;0;;guillaume.menguy@quimper.bzh;institutionnel;@MenguyFr;recherche web;EMAIL OK
Quimper;63929;0.09;Isabelle Assih;assih;Divers gauche / PS, Quimper Ensemble;OUI;0;https://www.assih2026.bzh/;isabelle.assih@quimper.bzh;institutionnel;@AssihIsabelle;recherche web;EMAIL OK
Quimper;63929;0.09;Marie Lauwers;lauwers;LFI / NPA / Gauche bretonne;NON;0;;;;;;A RECHERCHER
Antony;63541;0.09;David Mauger;mauger;Gauche-écologistes, Antony Terre Citoyenne;NON;0;;;;;;A RECHERCHER
Antony;63541;0.09;Jean-Yves Senant;senant;LR, Antony pour Tous;NON;0;https://antonypourtous2026.fr/;secretariat_elus@ville-antony.fr;mairie;@jysenant;recherche web;EMAIL OK
Antony;63541;0.09;Perrine Precetti;precetti;Divers droite (dissidente), Antony à venir;NON;0;https://www.antonyavenir.fr/programme;perrine.precetti@ville-antony.fr;institutionnel;;recherche web;EMAIL OK
Clichy;63329;0.09;Rémi Muzeau;muzeau;LR / DVD, Avec Rémi Muzeau Clichy;NON;0;http://clichynaturellement.com/;;;@RMuzeau;recherche web;TWITTER OK
Montauban;62860;0.09;Arnaud Hilion;hilion;PS-EELV, Vivre Montauban;NON;0;;;;;;A RECHERCHER
Montauban;62860;0.09;Didier Lallemand;lallemand;UDR-RN;NON;0;;;;;;A RECHERCHER
Montauban;62860;0.09;Jean-Lou Lévi;levi;Sans étiquette, centre-droit;NON;0;;;;;;A RECHERCHER
Montauban;62860;0.09;Jean-Philippe Labarre;labarre;Sans étiquette, Nouveau Montauban;NON;0;;;;;;A RECHERCHER
Montauban;62860;0.09;Richard Blanco;blanco;Lutte Ouvrière;NON;0;;;;;;A RECHERCHER
Montauban;62860;0.09;Samir Chikhi;chikhi;LFI-PCF-NPA-Génération.s;NON;0;;;;;;A RECHERCHER
Montauban;62860;0.09;Thierry Deville;deville;LR (Les Républicains);NON;0;;;;;;A RECHERCHER
Ivry-sur-Seine;62695;0.09;Philippe Bouyssou;bouyssou;PCF;NON;0;;courrier@ivry94.fr;mairie;@pbouyssouivry;recherche web;EMAIL OK
Troyes;62612;0.09;François Baroin;baroin;LR (Les Républicains);NON;0;;;;;;A RECHERCHER
Troyes;62612;0.09;Loëtitia Beury;beury;Sans étiquette, Il est temps;NON;0;https://municipalestroyes.fr/;assistant@lbeury2026.fr;campagne;@L_Beury;lbeury2026.fr;EMAIL OK
Troyes;62612;0.09;Pierre Brochet;brochet;RN (Rassemblement National);NON;0;;;;;;A RECHERCHER
Troyes;62612;0.09;Pierre Philippe;philippe;Sans étiquette;NON;0;;;;;;A RECHERCHER
Troyes;62612;0.09;Sarah Fraincart;fraincart;LFI (La France Insoumise);NON;0;;;;@FraincartSarah;recherche web;TWITTER OK
Villeneuve-d'Ascq;62308;0.09;Gérard Caudron;caudron;Divers gauche (Rassemblement Citoyen/Génération.s/MRC);NON;0;;;;@CaudronGerard;recherche web;TWITTER OK
Villeneuve-d'Ascq;62308;0.09;Pauline Ségard;segard;Les Écologistes, Printemps villeneuvois;NON;0;;;;;;A RECHERCHER
Villeneuve-d'Ascq;62308;0.09;Sylvain Estager;estager;Divers gauche, Ensemble pour Villeneuve d'Ascq;NON;0;;;;;;A RECHERCHER
Villeneuve-d'Ascq;62308;0.09;Ugo Bernalicis;bernalicis;LFI (La France Insoumise);NON;0;;ugo.bernalicis@assemblee-nationale.fr;institutionnel;@Ugobernalicis;recherche web;EMAIL OK
Villeneuve-d'Ascq;62308;0.09;Victor Burette;burette;PS, Vivre Villeneuve d'Ascq;NON;0;;;;@victorburette;recherche web;TWITTER OK
Niort;60775;0.09;Céline Bonnet-Derisbourg;bonnet-derisbourg;RN (Rassemblement National);NON;0;;;;;;A RECHERCHER
Niort;60775;0.09;Jérôme Baloge;baloge;Parti Radical / Ensemble, Niort tous ensemble;NON;0;;;;@JeromeBaloge;recherche web;TWITTER OK
Niort;60775;0.09;Sébastien Mathieu;mathieu;Union de la gauche (LFI/PCF/PS/EELV);NON;0;;;;;;A RECHERCHER
Chambéry;60590;0.09;Brice Bernard;bernard;RN, Rassemblement pour Chambéry;OUI;0;https://brice-bernard.fr/programme.html;;;@B_Bernard73;recherche web;TWITTER OK
Chambéry;60590;0.09;Christelle Favetta-Sieyès;favetta-sieyes;UDI dissidente, Chambéry pour de vrai;NON;0;;;;;;A RECHERCHER
Chambéry;60590;0.09;Christian Saint-André;saint-andre;Renaissance;NON;0;;;;;;A RECHERCHER
Chambéry;60590;0.09;Gaël Desreumaux;desreumaux;Sans étiquette, Avenir Populaire;NON;0;;;;;;A RECHERCHER
Chambéry;60590;0.09;Marie Ducruet;ducruet;Lutte Ouvrière;NON;0;;;;;;A RECHERCHER
Chambéry;60590;0.09;Thierry Repentin;repentin;DVG-PS-PCF-Les Écologistes, Chambéry avance;NON;0;;;;;;A RECHERCHER
Chambéry;60590;0.09;Vincent Patey;patey;Divers droite, Le Pacte;NON;0;https://chambery2026.fr/;;;@VincentPatey;recherche web;TWITTER OK
Neuilly-sur-Seine;60454;0.09;Jean-Christophe Fromantin;fromantin;Divers droite;NON;0;https://www.fromantin2026.fr/;mr.lemaire@ville-neuillysurseine.fr;mairie;@JCFromantin;recherche web;EMAIL OK
Villejuif;59602;0.09;Christel Esclangon;esclangon;Sans étiquette, Notre parti c'est Villejuif;NON;0;https://notrepartivillejuif.fr/;notrepartivillejuif@gmail.com;campagne;;notrepartivillejuif.fr;EMAIL OK
Villejuif;59602;0.09;Franck Conquet;conquet;DVD;NON;0;;;;;;A RECHERCHER
Villejuif;59602;0.09;Pierre Garzon;garzon;PCF-PS-Écologistes-Génération.s, Ensemble pour Villejuif;NON;0;;;;@PierreGarzon;recherche web;TWITTER OK
Pantin;58924;0.09;Bertrand Kern;kern;PS dissident, Pantin au cœur;NON;0;;;;;;A RECHERCHER
Pantin;58924;0.09;Geoffrey Carvalhinho;carvalhinho;LR, Pantin en confiance;NON;0;;;;@GeoffreyCarva;recherche web;TWITTER OK
Pantin;58924;0.09;Mathieu Monot;monot;PS officiel, Osez Pantin;NON;0;;;;@mat_monot;recherche web;TWITTER OK
Pantin;58924;0.09;Nathalie Arthaud;arthaud;Lutte Ouvrière;NON;0;;contact@lutte-ouvriere.org;parti;@n_arthaud;recherche web;EMAIL OK
Pantin;58924;0.09;Thomas Bardoux;bardoux;LFI, Faire mieux pour Pantin;NON;0;;;;@BardouxThomas;recherche web;TWITTER OK
Lorient;57408;0.08;Damien Girard;girard;EELV, Lorient en commun;NON;0;https://lorientencommun.fr/;lorientcommun2026@gmail.com;campagne;;lorientencommun.fr;EMAIL OK
Lorient;57408;0.08;Fabrice Loher;loher;Divers droite / Horizons, Nous Lorientais;NON;0;https://www.nous-lorientais.bzh/;;;@FabriceLoher;recherche web;TWITTER OK
Lorient;57408;0.08;Gaëlle Le Stradic;stradic;PS (Parti Socialiste);NON;0;;;;;;A RECHERCHER
Lorient;57408;0.08;Théo Thomas;thomas;RN (Rassemblement National);NON;0;;;;;;A RECHERCHER
Lorient;57408;0.08;Vincent Le Tertre;tertre;LFI (La France Insoumise);NON;0;;;;;;A RECHERCHER
Le Blanc-Mesnil;57246;0.08;Jean-Philippe Ranquet;ranquet;LR (Les Républicains);NON;0;;;;;;A RECHERCHER
Fréjus;55735;0.08;Christine Romano;romano;Union de la gauche (PCF-PS-LFI-EELV), Fréjus Riposte;NON;0;;;;;;A RECHERCHER
Fréjus;55735;0.08;David Rachline;rachline;Sans étiquette (ex-RN);NON;0;;;;@david_rachline;recherche web;TWITTER OK
Fréjus;55735;0.08;Emmanuel Bonnemain;bonnemain;Centre-droit, Notre parti c'est Fréjus;NON;0;https://www.notreparticestfrejus.fr/;;;@ebonnemain2020;recherche web;TWITTER OK
Fréjus;55735;0.08;Julien Poussin;poussin;Opposition de gauche;NON;0;;;;;;A RECHERCHER
Fréjus;55735;0.08;Martial Cerrutti;cerrutti;LR, Soyons fiers de Fréjus;NON;0;;;;;;A RECHERCHER
Fréjus;55735;0.08;Paula Fassi;fassi;Liste citoyenne, Fréjus notre territoire durablement;NON;0;;;;;;A RECHERCHER
Puteaux;45448;0.07;Abdel-Rahman Talhadjt;talhadjt;La France Insoumise;NON;0;;;;;;A RECHERCHER
Puteaux;45448;0.07;Joëlle Ceccaldi-Raynaud;ceccaldi-raynaud;Puteaux Ensemble (LR);NON;0;;;;;;A RECHERCHER
Le Chesnay-Rocquencourt;29290;0.04;Démocratie Courtoise;democratie-courtoise;Démocratie Courtoise (Citoyens);NON;0;https://democratiecourtoise.org/;;;;;SITE A VERIFIER
Le Chesnay-Rocquencourt;29290;0.04;Richard Delepierre;delepierre;Une énergie nouvelle (LDVC);NON;0;;;;;;A RECHERCHER
Le Chesnay-Rocquencourt;29290;0.04;UPLCR;uplcr;Unis pour Le Chesnay-Rocquencourt (DVD);NON;0;https://www.uplcr.fr/;;;;;SITE A VERIFIER
